id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
862,tt0114709,Toy Story,Toy Story,1995,1995-10-30,81.0,"[""Animation"",""Comedy"",""Family""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",Toy Story Collection,21.946943,7.7,5415,30000000,373554033,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",,Released,en,False,False,"[""jealousy"",""toy"",""boy"",""friendship"",""friends"",""rivalry"",""boy next door"",""new toy"",""toy comes to life""]",True
863,tt0120363,Toy Story 2,Toy Story 2,1999,1999-10-30,92.0,"[""Animation"",""Comedy"",""Family""]","[""Pixar Animation Studios""]","[""United States of America""]","[""English""]",Toy Story Collection,17.547693,7.3,3914,90000000,497366869,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",The toys are back!,Released,en,False,False,"[""museum"",""prosecution"",""identity crisis"",""airplane"",""flea market"",""collector"",""teamwork"",""friendship"",""rescue team"",""garage sale"",""duringcreditsstinger"",""toy comes to life"",""personification"",""inanimate objects coming to life""]",True
920,tt0317219,Cars,Cars,2006,2006-06-08,117.0,"[""Animation"",""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English"",""Italiano"",""日本語""]",Cars Collection,18.907948,6.6,3991,120000000,461983149,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",Ahhh... it's got that new movie smell.,Released,en,False,False,"[""car race"",""car journey"",""auto"",""route 66"",""wrecker"",""porsche"",""retirement"",""media"",""friendship"",""sport"",""rural setting"",""anthropomorphism"",""los angeles"",""road movie"",""aftercreditsstinger"",""duringcreditsstinger""]",True
1267,tt0396555,Meet the Robinsons,Meet the Robinsons,2007,2007-03-23,95.0,"[""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",,10.529576,6.7,787,150000000,169332978,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.",Think your family's weird?,Released,en,False,False,"[""saving the world"",""tyrannosaurus rex"",""adoption"",""future"",""time travel"",""time machine"",""mythical creature"",""friendship"",""best friend"",""rescue team"",""family""]",True
1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,2011-05-14,136.0,"[""Adventure"",""Action"",""Fantasy""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films"",""Moving Picture Company (MPC)""]","[""United States of America""]","[""English"",""Español""]",Pirates of the Caribbean Collection,27.88772,6.4,5068,380000000,1045713802,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Live Forever Or Die Trying.,Released,en,False,False,"[""sea"",""captain"",""mutiny"",""sword"",""prime minister"",""sailing"",""silver"",""ship"",""duke"",""mermaid"",""pirate"",""soldier"",""battle"",""swashbuckler"",""aftercreditsstinger"",""3d""]",True
2059,tt0368891,National Treasure,National Treasure,2004,2004-11-19,131.0,"[""Adventure"",""Action"",""Thriller"",""Mystery""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films"",""Saturn Films"",""Junction Entertainment""]","[""United States of America""]","[""Latin"",""English"",""Español""]",National Treasure Collection,18.932203,6.4,1974,100000000,347451894,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",The greatest adventure history has ever revealed.,Released,en,False,False,"[""riddle"",""treasure"",""treasure hunt"",""archaeologist"",""archeology""]",True
2062,tt0382932,Ratatouille,Ratatouille,2007,2007-06-22,111.0,"[""Animation"",""Comedy"",""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,20.50803,7.5,4510,150000000,623722818,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",He's dying to become a chef.,Released,en,False,False,"[""paris"",""brother brother relationship"",""expensive restaurant"",""river"",""cook"",""mouse"",""confidence"",""roof"",""window"",""leaving one's family"",""work"",""restaurant critic"",""kitchen"",""spice"",""court"",""cookbook"",""family"",""chef"",""rat""]",True
4244,tt0219854,The Kid,The Kid,2000,2000-07-07,104.0,"[""Fantasy"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,15.045725,6.0,242,65000000,69700000,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",Nobody ever grows up quite like they imagined.,Released,en,False,False,"[""age difference"",""midlife crisis"",""suppressed past"",""self-awareness"",""childhood memory"",""humor"",""changing the past or future""]",True
4523,tt0461770,Enchanted,Enchanted,2007,2007-11-20,107.0,"[""Comedy"",""Family"",""Fantasy"",""Romance""]","[""Walt Disney Pictures"",""Josephson Entertainment"",""Andalasia Productions"",""Right Coast Productions""]","[""United States of America""]","[""English""]",,11.447798,6.6,1512,85000000,340487652,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",This fairytale princess is about to meet a real Prince Charming,Released,en,False,False,"[""poison"",""queen"",""fairy tale"",""musical"",""princess"",""portal"",""animation"",""fantasy world"",""evil witch"",""part animation""]",True
6589,tt0467110,Underdog,Underdog,2007,2007-08-03,84.0,"[""Action"",""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,7.674338,4.7,171,0,0,A lab accident gives a hound named Shoeshine some serious superpowers -- a secret that the dog eventually shares with the young boy who becomes his owner and friend,ONE NATION...UNDER DOG,Released,en,False,False,"[""flying"",""experiment"",""secret lab"",""invention"",""loss of powers"",""supernatural powers"",""police"",""superhero"",""dog"",""duringcreditsstinger"",""research laboratory""]",False
6637,tt0465234,National Treasure: Book of Secrets,National Treasure: Book of Secrets,2007,2007-12-13,124.0,"[""Action"",""Adventure"",""Mystery"",""Thriller""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films"",""Saturn Films"",""Junction Entertainment"",""Sparkler Entertainment"",""NT2 Productions""]","[""United States of America""]","[""Latin"",""English"",""Français""]",National Treasure Collection,12.854373,6.1,1782,130000000,457363168,"Benjamin Franklin Gates and Dr. Abigail Chase re-team with Riley Poole and, now armed with a stack of long-lost pages from John Wilkes Booth's diary, Ben must follow a clue left there to prove his ancestor's innocence in the assassination of Abraham Lincoln.",The Greatest Adventure History Has Ever Revealed,Released,en,False,False,"[""paris"",""london england"",""assassination"",""mount rushmore national memorial"",""riddle"",""father son relationship"",""assassin"",""usa president"",""wife husband relationship"",""gold"",""secret"",""treasure"",""family history"",""buckingham palace"",""treasure hunt"",""history"",""archaeologist"",""american civil war"",""archeology"",""secret formula""]",True
6878,tt0107131,Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey,1993,1993-02-03,84.0,"[""Adventure"",""Comedy"",""Drama"",""Family""]","[""Walt Disney Pictures"",""Touchwood Pacific Partners 1""]","[""United States of America""]","[""English""]",Homeward Bound Collection,7.186506,6.6,218,0,0,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",,Released,en,False,False,"[""based on novel"",""cat"",""friendship"",""remake"",""dog"",""journey""]",True
8326,tt0311289,Holes,Holes,2003,2003-04-18,117.0,"[""Adventure"",""Family"",""Drama"",""Comedy""]","[""Walt Disney Pictures"",""Chicago Pacific Entertainment"",""Walden Media"",""Phoenix Pictures""]","[""United States of America""]","[""English""]",,17.193267,6.7,396,20000000,0,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.",Some secrets are too big to keep hidden.,Released,en,False,False,"[""curse"",""suitor"",""false accusations"",""reference to annabel lee"",""digging"",""baseball player"",""mountain climbing""]",True
8587,tt0110357,The Lion King,The Lion King,1994,1994-06-23,89.0,"[""Family"",""Animation"",""Drama""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",The Lion King Collection,21.605761,8.0,5520,45000000,788241776,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,Life's greatest adventure is finding your place in the Circle of Life.,Released,en,False,False,"[""loss of parents"",""wild boar"",""uncle"",""shaman"",""redemption"",""king"",""scar"",""hyena"",""meerkat""]",True
8965,tt0344864,Atlantis: Milo's Return,Atlantis: Milo's Return,2003,2003-02-25,70.0,"[""Fantasy"",""Animation"",""Science Fiction"",""Family"",""Action""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Atlantis Collection,7.751536,5.4,166,0,0,"Three different stories come to life in this sequel to the hit animated Disney adventure. Explorer Milo Thatch, his new sweetheart, Queen Kida, and the rest of the team are preparing to rebuild the underwater city. But trouble crops up. Harnessing the power of the crystal of Atlantis, the adventurers set out to defend their kingdom against dark forces that threaten from sand, sea and snow.",,Released,en,False,False,"[""atlantis"",""aggression by animal"",""sequel"",""norse mythology""]",True
9016,tt0133240,Treasure Planet,Treasure Planet,2002,2002-11-26,95.0,"[""Adventure"",""Animation"",""Family"",""Fantasy"",""Science Fiction""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",,16.141913,7.2,980,140000000,109578115,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",Find your place in the universe.,Released,en,False,False,"[""cyborg"",""based on novel"",""space marine"",""mutiny"",""loss of father"",""map"",""pirate gang"",""treasure hunt"",""little boy"",""space"",""alien"",""animation"",""money"",""treasure map"",""planet"",""troubled teen"",""space pirate""]",True
9021,tt0304669,The Santa Clause 2,The Santa Clause 2,2002,2002-10-31,104.0,"[""Fantasy"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Outlaw Productions"",""Boxing Cat Films""]","[""United States of America""]","[""English""]",The Santa Clause Collection,5.205729,5.5,303,65000000,172855065,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",What's Christmas Fun without some Reindeer Games?,Released,en,False,False,"[""holiday"",""christmas party"",""home"",""santa claus"",""magic"",""toy"",""wish"",""son"",""sequel"",""saving christmas"",""christmas""]",True
9036,tt0397313,Eight Below,Eight Below,2006,2006-02-17,120.0,"[""Adventure"",""Drama"",""Family""]","[""Walt Disney Pictures"",""Spyglass Entertainment"",""Vertigo Entertainment"",""Kennedy/Marshall Company, The"",""Mandeville Films"",""Winking Productions""]","[""United States of America""]","[""English""]",,13.876881,6.7,553,40000000,120455994,"In the Antarctic, after an expedition with Dr. Davis McClaren, the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm. He ties his dogs to be rescued after, but the mission is called-off and the dogs are left alone at their own fortune. For six months, Jerry tries to find a sponsor for a rescue mission.","The Most Amazing Story Of Survival, Friendship, And Adventure Ever Told.",Released,en,False,False,"[""expedition"",""pilot"",""survival"",""sled dogs"",""seal""]",False
9325,tt0061852,The Jungle Book,The Jungle Book,1967,1967-10-17,78.0,"[""Family"",""Animation"",""Adventure""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",The Jungle Book Collection,22.845448,7.1,1791,4000000,205843612,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",The Jungle is JUMPIN'!,Released,en,False,False,"[""indian lead"",""narration"",""human animal relationship"",""musical"",""feral child"",""jungle"",""talking animal"",""anthropomorphism"",""orphan"",""disney"",""animal lead"",""walt disney""]",True
9438,tt0119718,Mr. Magoo,Mr. Magoo,1997,1997-12-25,84.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,9.474269,3.9,75,30000000,0,"Mr.Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",You won't believe your eyes.,Released,en,False,False,"[""lie"",""bluff"",""based on cartoon"",""millionaire"",""luck"",""short sighted""]",False
9446,tt0119432,Jungle 2 Jungle,Jungle 2 Jungle,1997,1997-03-07,97.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,12.640569,4.9,122,0,0,"Uptight New York City executive, Michael Cromwell, pursues his soon-to-be ex-wife to South America and returns home with the son he never knew he had -- a boy raised in a tribal village in Brazil. Armed with only his blowgun, the 13-year-old Mimi-Siku discovers that the world outside his jungle home is indeed a strange place.",The big city is about to get a little savage.,Released,en,False,False,"[""new york"",""paternity""]",False
9487,tt0120623,A Bug's Life,A Bug's Life,1998,1998-11-25,95.0,"[""Adventure"",""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]",,16.869209,6.8,2379,120000000,363258859,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",An epic presentation of miniature proportions.,Released,en,False,False,"[""winter"",""fight"",""ant"",""invention"",""collector"",""ant-hill"",""kids and family"",""grass"",""duringcreditsstinger""]",True
9543,tt0473075,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,2010,2010-05-19,116.0,"[""Adventure"",""Fantasy"",""Action"",""Romance""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films""]","[""United States of America""]","[""English""]",,18.459955,6.2,2372,150000000,335154643,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",Defy the Future,Released,en,False,False,"[""persia"",""sandstorm"",""brother against brother"",""armageddon"",""regent"",""based on video game""]",True
9574,tt0119137,Flubber,Flubber,1997,1997-11-26,93.0,"[""Comedy"",""Family"",""Science Fiction""]","[""Walt Disney Pictures"",""Great Oaks Entertainment""]","[""United States of America""]","[""English""]",,7.016942,5.3,707,80000000,177977226,"Professor Phillip Brainard, an absent minded professor, works with his assistant Weebo, trying to create a substance that's a new source of energy and that will save Medfield College where his sweetheart Sara is the president. He has missed his wedding twice, and on the afternoon of his third wedding, Professor Brainard creates flubber, which allows objects to fly through the air.",Catch it if you can!,Released,en,False,False,"[""wedding vows"",""inventor"",""slime"",""green"",""flight"",""mad scientist"",""wedding""]",True
9732,tt0120131,The Lion King 2: Simba's Pride,The Lion King 2: Simba's Pride,1998,1998-10-24,81.0,"[""Animation"",""Family"",""Adventure""]","[""Walt Disney Pictures"",""Walt Disney Animation Australia"",""DisneyToon Studios""]","[""Australia"",""United States of America""]","[""English""]",The Lion King Collection,9.417261,6.7,1034,0,0,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?",The Circle of Life Continues...,Released,en,False,False,"[""africa"",""baby"",""lion"",""friendship""]",True
9806,tt0317705,The Incredibles,The Incredibles,2004,2004-11-05,115.0,"[""Action"",""Adventure"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""Français"",""English""]",The Incredibles Collection,22.220214,7.4,5290,92000000,631442092,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","No gut, no glory",Released,en,False,False,"[""secret identity"",""secret"",""hero"",""island"",""wretch"",""supernatural powers"",""weapon"",""lawsuit"",""superhero""]",True
9820,tt0120783,The Parent Trap,The Parent Trap,1998,1998-07-28,127.0,"[""Comedy"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Português""]",,7.768828,6.8,768,0,0,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places. Hallie meets her mother, and Annie meets her father for the first time in years.","Twice the Fun, Double the Trouble.",Released,en,False,False,"[""matchmaking"",""divorced"",""twins separated at birth"",""woman director""]",True
9822,tt0120751,Mighty Joe Young,Mighty Joe Young,1998,1998-12-25,114.0,"[""Action"",""Adventure"",""Family"",""Fantasy""]","[""Walt Disney Pictures"",""RKO Pictures""]","[""United States of America""]","[""Kiswahili"",""English""]",,6.939576,5.9,208,90000000,0,"As a child living in Africa, Jill Young saw her mother killed while protecting wild gorillas from poachers led by Andrei Strasser. Now an adult, Jill cares for an orphaned gorilla named Joe -- who, due to a genetic anomaly, is 15 feet tall. When Gregg O'Hara arrives from California and sees the animal, he convinces Jill that Joe would be safest at his wildlife refuge. But Strasser follows them to the U.S., intent on capturing Joe for himself.",Survival is an instinct.,Released,en,False,False,"[""gorilla"",""dying and death""]",True
9849,tt0120764,My Favorite Martian,My Favorite Martian,1999,1999-02-11,94.0,"[""Comedy"",""Drama"",""Family"",""Science Fiction""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Italiano""]",,12.65102,5.1,81,65000000,36850101,"News producer, Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later, he witnesses the crashing of a small Martian spacecraft, realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him, the Martian follows him to retrieve it.",The martian has landed. There goes the neighborhood.,Released,en,False,False,"[""alien"",""martian"",""based on tv series"",""fish out of water""]",True
9880,tt0247638,The Princess Diaries,The Princess Diaries,2001,2001-08-03,115.0,"[""Comedy"",""Family"",""Romance""]","[""Walt Disney Pictures"",""BrownHouse Productions"",""Bottom of the Ninth Productions""]","[""United States of America""]","[""English""]",The Princess Diaries Collection,7.387171,6.5,1063,37000000,165335153,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",She rocks. She rules. She reigns.,Released,en,False,False,"[""heir to the throne"",""grandmother granddaughter relationship"",""high school"",""princess"",""royalty"",""teenager"",""popularity"",""social outcast"",""based on young adult novel""]",True
9904,tt0405469,The Wild,The Wild,2006,2006-03-06,94.0,"[""Family"",""Animation""]","[""Walt Disney Pictures"",""Contrafilm"",""C.O.R.E. Feature Animation"",""Hoytyboy Pictures"",""Nigel Productions""]","[""Canada"",""United States of America""]","[""English""]",,7.904333,5.1,246,80000000,37384046,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.",Start spreading the newspaper.,Released,en,False,False,"[""new york"",""africa"",""lion"",""zoo"",""wild""]",True
9918,tt0385726,Glory Road,Glory Road,2006,2006-01-13,118.0,"[""Drama""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,5.244654,7.2,145,0,42647449,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",The incredible story of the team that changed the game forever.,Released,en,False,False,"[""basketball"",""racial segregation"",""teachers and students""]",True
9948,tt0465997,The Fox and the Hound 2,The Fox and the Hound 2,2006,2006-11-09,69.0,"[""Adventure"",""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""DisneyToon Studios"",""Hot Donut Productions""]","[""United States of America""]","[""English""]",The Fox and the Hound Collection,7.432461,5.6,115,24000000,0,"Best friends Tod, a fox kit, and Copper, a hound puppy, visit a country fair when they see a band of dogs called ""The Singin' Strays"". The band has five members: Dixie, Cash, Granny Rose, and twin brothers Waylon and Floyd. It is important that they perform well because a talent scout is visiting.",Old Friends New Adventure,Released,en,False,False,"[""fox"",""dog""]",True
9982,tt0371606,Chicken Little,Chicken Little,2005,2005-11-04,81.0,"[""Animation"",""Family"",""Comedy""]","[""Walt Disney Pictures"",""Walt Disney Feature Animation""]","[""United States of America""]","[""English""]",,18.584609,5.6,974,150000000,314432665,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.","When it comes to saving the world, it helps to be a little chicken.",Released,en,False,False,"[""fish"",""small town"",""space marine"",""chicken"",""alien"",""best friend"",""alien invasion"",""animal"",""duringcreditsstinger"",""3d""]",True
9994,tt0091149,The Great Mouse Detective,The Great Mouse Detective,1986,1986-07-02,74.0,"[""Comedy"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Silver Screen Partners II""]","[""United States of America""]","[""English""]",,11.183924,6.9,334,14000000,38625550,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",London's crime-fighting ace on his most baffling case!,Released,en,False,False,"[""london england"",""detective"",""queen"",""sherlock holmes"",""cartoon mouse""]",True
10020,tt0101414,Beauty and the Beast,Beauty and the Beast,1991,1991-11-13,84.0,"[""Romance"",""Family"",""Animation"",""Fantasy"",""Music""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios"",""Silver Screen Partners IV""]","[""United States of America""]","[""Français"",""English""]",Beauty and the Beast Collection,23.433511,7.5,3029,25000000,377350553,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",The most beautiful love story ever told.,Released,en,False,False,"[""prince"",""book"",""castle"",""rose"",""musical"",""princess"",""animation"",""based on tv series"",""beast"",""belle""]",True
10022,tt0395699,The Pacifier,The Pacifier,2005,2005-03-04,95.0,"[""Action"",""Comedy"",""Drama"",""Family"",""Thriller""]","[""Walt Disney Pictures"",""Spyglass Entertainment""]","[""Canada"",""United States of America""]","[""English"",""한국어/조선말""]",,7.81645,5.8,865,56000000,113006880,Disgraced Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,Welcome to the infantry.,Released,en,False,False,"[""bodybuilder"",""children"",""body guard"",""scientist"",""family"",""u.s. soldier"",""death of husband"",""male nanny""]",True
10057,tt0108333,The Three Musketeers,The Three Musketeers,1993,1993-11-11,105.0,"[""Action"",""Adventure"",""Comedy""]","[""Walt Disney Pictures"",""Caravan Pictures""]","[""United States of America"",""Austria""]","[""English""]",,6.34785,6.2,219,30000000,53898845,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",All for one and one for all!,Released,en,False,False,"[""paris"",""musketeer""]",True
10067,tt0393735,The Shaggy Dog,The Shaggy Dog,2006,2006-03-09,98.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Mandeville Films"",""Boxing Cat Films""]","[""United States of America""]","[""English""]",,4.878907,4.5,138,50000000,61112916,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,It's going to be a ruff day.,Released,en,False,False,"[""father son relationship"",""parent child relationship"",""workaholic"",""wife husband relationship"",""transformation"",""body exchange"",""daughter"",""lawyer"",""dog"",""family"",""turns into animal""]",False
10122,tt0091059,Flight of the Navigator,Flight of the Navigator,1986,1986-07-30,90.0,"[""Family"",""Science Fiction"",""Adventure""]","[""Walt Disney Pictures"",""New Star Entertainment"",""Producers Sales Organization (PSO)""]","[""United States of America""]","[""English""]",,5.526865,6.9,227,0,18564613,"This 1986 Disney adventure tells the story of 12-year-old David who lives with his family in Fort Lauderdale, Fla. When he awakens from being accidentally knocked out in the forest near his home, he finds that eight years have passed. His family is overjoyed to have him back, but just as perplexed as he is by the fact that he hasn't aged. When a NASA scientist discovers a UFO nearby, David gets the chance to unravel the mystery and recover the life he lost.",Come along on the greatest adventure of the summer!,Released,en,False,False,"[""artificial intelligence"",""farewell"",""homesickness"",""nasa"",""extraterrestrial technology"",""flying saucer"",""time travel"",""adventure"",""alien"",""kids and family"",""dog""]",False
10144,tt0097757,The Little Mermaid,The Little Mermaid,1989,1989-11-17,83.0,"[""Animation"",""Family""]","[""Walt Disney Pictures"",""Silver Screen Partners IV""]","[""United States of America""]","[""English"",""Français""]",The Little Mermaid Collection,17.496832,7.2,1921,40000000,222300000,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,Released,en,False,False,"[""sea"",""fireworks"",""prince"",""kingdom"",""daughter"",""mermaid"",""princess"",""animation"",""spell"",""true love"",""bargain""]",True
10193,tt0435761,Toy Story 3,Toy Story 3,2010,2010-06-16,103.0,"[""Animation"",""Family"",""Comedy""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English"",""Español""]",Toy Story Collection,16.96647,7.6,4710,200000000,1066969703,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",No toy gets left behind.,Released,en,False,False,"[""hostage"",""college"",""toy"",""barbie"",""animation"",""escape"",""day care"",""teddy bear"",""duringcreditsstinger"",""toy comes to life"",""personification"",""inanimate objects coming to life"",""toy story""]",True
